business_id,compliment_count,qtde
AXPc2QoXg1O0A3ro9vTanQ,0,1
AXQ6qAqYhB7sTrS0BY2ymg,0,1
AXWkHRl0Tv1CLKgJ8-t7GA,0,2
AXXlML8bRX2oT_IfWGjeJQ,0,2
AXXuwrcfi7Q7MXq5HLQ7JQ,0,4
AXYaEjW1-xo9oRgEnrP0TQ,0,1
AXZ8RTf83-bnNJjdeMSqng,0,13
AXc0J_6Ly6leV7a1DJ99xw,0,1
AXdEWwSElxs7RiPC9lUDZg,0,1
AXg0d78MkFI0fibjsNJsJw,0,1
AXhIxVvmXO3ksdIXKx9SZA,0,1
AXpRMkl2efpQCy5aann5UQ,0,1
AXr-GJxC4JtjFsY2PoGBWQ,0,18
AXuNlJRTzBseG90QTdDqYA,0,1
AXvkmBve12Pt756Ysz2CKQ,0,13
AXwP5EyJaDljh-kTfPkGtA,0,2
AXyptrkdFAkZ608lOFIJYA,2,80
AXz8grZtjXFfBYlF1kn5nA,0,2
AXzSMf7MlSprm7I_6bX_lw,0,1
AY-cjPhLC-bklFK0VnVESA,0,3
AY0lTdlyrcIsAWDZpSNi0g,0,2
AY19WQ4S096AVPV6YeB9sQ,0,3
AY3Cxky3L3aNbRo_o4YRgg,0,6
AY4WY_rfrQum3Ad_ohNhVw,0,5
AY4qBdRtkShnjiPTdlxw_A,1,77
AY7F-R6RUTr1Fhz4lIBXww,0,2
AY8zMI2IK2wY-FkeKOIz1w,0,1
AY97dZLFOzhXyAKsQuEWLw,0,3
AYAgMAqdg3AtG87mae5W6w,0,20
AYAoNoDC8-DdKRbR74RfRQ,0,6
AYDCMQQygGZZdSy8Y4AJlw,0,2
AYDpUX01dB-ZIjjysISKQg,0,3
AYEUIqi9HDEVIQt9MeRGfQ,0,3
AYF0r5nODZzuCwoTl787rw,0,8
AYFIMkpCeFxy3SsbAuOhww,0,8
AYFNA9ZwtnJkDADbLh89xQ,0,4
AYL_y8ahquUW0o-cvIyLbg,0,15
AYLxEeVq8NKG2UhcBiggrA,0,27
AYQbwuZ0tM620mrAw2JTcA,0,1
AYSGh99qD2w6MIYShJmBgA,0,30
AYTlIG4ys4UozaZi_q4L5w,0,3
AYUXD5HyTRiGqhFK3jdeEw,0,1
AY_FL9oCULPg4a2Fni5a8g,0,1
AY_fNztmf0dYpWDzQez2DA,0,1
AYapnPto3CEzbtVpiHP2oA,0,3
AYc0M9Qh6M3WKzy_tn4XdA,0,1
AYcCAMNfy7zxoyYap6eKpg,0,1
AYdGlqrO7oq2PTQBI_piaw,0,1
AYe8rS3qBPuLHSwNOZSbcA,1,51
AYio05fi_8aEYOo43JEqfg,0,4
AYjoB5yF6q6lfGZ_gFXT5A,0,3
AYle9bIhjpA-Sk94N8W7VA,0,1
AYlhzCGwUeFVmuMPIsdSbw,0,1
AYnFgzhlMLs4c3G-k-cA0A,0,3
AYnRD1-klNGu9h88gXUMbQ,0,7
AYpsl7XT3fNtNdSJS9BFSA,0,2
AYqIV0jxM6XugNJDa4BoIQ,0,3
AYr2URtjoQ8Toh8_Jr4G6A,0,16
AYsHboTWD3TJ-GZP0NmV8A,0,1
AYt86zH_TpOrtmjU7v4XyQ,0,2
AYtG0whANRpNvep4qyPo7Q,0,1
AYugUDnAEY7R4YEnhxgL6Q,0,1
AYvUErT-h_ee93zp3sax-g,0,1
AYxhg8pCPpTayz6TYfNzFg,0,22
AYygwgnu5J2OY1TZInZ7ew,0,8
AZ-Pre4QypySrpnNvgrmmw,0,5
AZ6lP8VubI8akL4WApzbqw,0,5
AZA78bYHjKoAsnNjtR9zmQ,0,3
AZAGn_vgETilRtZMrN5UUg,0,5
AZB4eddtfB90vyoB1o5N2g,0,2
AZIlk87TRgAjCRIOw46xeg,0,1
AZKhBlrI5vgTBm3j9WwnbA,0,5
AZL7uziAs4a9SgZnzzahDg,0,10
AZMpRxE5roKA9WT_cHSCfQ,0,2
AZNVAWYeuYAqhAxUFoDgJQ,0,1
AZQ6eiVqhMalpVL9Bbq6Iw,1,19
AZQKMMvX9m1-uTdLPMzK3g,0,81
AZRUB9twDxhm3JYicAw0NA,0,25
AZSYZCaawGBps_tYnG8oRQ,0,3
AZWY9jiNUigH3rcukdYAkQ,0,2
AZYcuHOaJ6ohg4y7m-k6XA,0,2
AZ_iSVHQdBiCTnMolLTg3Q,0,2
AZa8IcKIZM_rmFF6AREb6g,0,2
AZdivItCJCjjc_H72dQLMA,0,8
AZlnpvILz5cEWJifjr2CSQ,0,36
AZs4XoJ5Tliiu_yC2rZ0-w,0,3
AZuF4x7_CPZndrMcUQW7mg,0,6
AZvVdqW-6RgLlJO0kE912w,0,2
AZveQUZIFuMJWrqmrhqQ4g,0,69
AZw_8ngMd8vnAbzKX7zPlw,0,1
A_05gZ2QwayLb0YeQ_TItQ,0,8
A_1pRhjq-KxnIbqzI6CKQA,0,2
A_253nsj25PMKteESW4fTA,0,6
A_5xJJJEkJoxRndPDHoAZg,0,1
A_8fGXpCFUYODbyu7DihjQ,0,1
A_BfpD9nY6YFRR5l2_GMMw,0,8
A_CXVdyJCE6nyxwbd6fNwg,0,26
A_Gl8o6xlhugD0r8F99QoQ,0,1
A_HiBqnDRaZkilU-E7UuSA,0,2
A_IDuR-gZkTDdwIlJ5qRNQ,0,4
A_J0MfyGNSj91CtPorvgRA,0,1
A_JOGV8Ym_w8E_D9atebdA,0,1
A_K_retVy168GisNxYNx2w,0,4
A_LCNLP6tQPXQ8mHpWUJuQ,0,1
A_LQQRX0nGr7mSxuovXgzQ,2,51
A_MIO9le2jWZmjBK_M8UFw,0,1
A_N1yqqPw7lDXTcpdB8hng,0,2
A_PgZp2M63zWtnpNChpk-w,0,2
A_RD6KnijnJbEX6T-6CiKQ,0,1
A_UudiXQhzeACLp43NxxEw,0,3
A_XwueamihGbr1vc76UoRw,0,1
A_YO9kvdEqd8vXGKc696yg,0,8
A__STwEqG_f-0D-m89vrwA,0,9
A__XEMryVN7j3a-7oSkRcw,0,6
A_aIDe7sHFjFcCy90s-9kw,0,12
A_bVhHMm3t77_H28AZHSsQ,0,1
A_eABcl0LTts73RNo2Np2Q,0,6
A_eLE3cYQOzUfkVK-k4UeA,0,2
A_eOsa1xKsOzN-3cZ8Tohw,0,3
A_fdlFOtfUzcEC_pbVyZbg,0,1
A_iWsDLkqnJyiJAxwdYKFA,0,9
A_ix0cClFuwFwB181I0oRg,0,5
A_kinDWMJUQDPvFsGrRQ7Q,0,2
A_lTCKAfKQKhUiOUyx8-3A,0,2
A_lgU73E76JqNQ72H70GJQ,0,1
A_mXYtarKK_N2XbyU52k_A,1,17
A_pfI8esuZMCcPkztyYZUg,0,1
A_sB6QBpOh5XUmKxQ_E69w,0,11
A_svXt74HBdBRME6t-mN_g,0,4
A_uOwOAkujZUhwagoKqMSQ,0,11
A_vo-3ZKB2hFmoARMxBoxw,0,5
A_wn7gdvQAv5F2-0CBjgEA,0,4
Aa0cDSu1LGEbyopQ-0GQaQ,0,1
Aa9qr8L35l9FwrdHo0aujQ,0,1
AaAur8IBJPSBLKwPg1Pnxw,0,3
AaFmfvnszVv1CUira_xZPA,0,1
AaI_qHIe30fu8XCQqL2V3w,0,18
AaK88CLJkzbuawug4ChXFg,0,3
AaKNGQ0Lh8Jbpj4zsuxxMA,0,4
AaKiOmXVX07mFYX-1ZWNqw,0,13
AaLvYFsLuyO1uGk0QLxN5A,1,49
AaM5CYZ5dnCcuER6GEauGg,0,6
AaONJSUkiAcUWxkQ3BM6pg,0,1
AaOaZ6HNU259h10Ezi9gww,0,7
AaQFvrcLXzPq8TtmIwpbfg,0,1
AaQohJYpVhCVak1xDvGpFQ,0,1
AaWGzl2Zf1U6bA3I5NQVMQ,0,2
AaWlhVc96VvdwNGMiW7HeA,0,1
AaWsOoO55S1bswPvaox8ww,0,2
AaXrVLqmI3cnDcN_8GWWLw,0,2
AabR8NEwbwoGhQxJohs0OQ,2,54
AabpSQ3vV7I29Rjd5f4UPA,0,1
Aabr0G7IrxI03NhbsH5FDA,0,28
AadEy0OQLhRhyR25xQSBqA,0,1
AaeG-UJAMeibb07eV_q3-A,0,2
AaenlWyCykJiemaUaejTxw,0,2
AakkkTuGZA2KBodKi2_u8A,0,5
AanIRR6tCCgIO7OibuvE5A,0,2
AargSn8iNBTrjZuL5BrlnQ,0,3
AatMT18wQ9QTgb5yKebtEw,0,2
AatZaURSUFM48EdnVpRuwQ,0,2
AauHQkxZlGHWW4LhugYHxQ,0,3
AaugT98lvRdCvNMpwOPv1A,0,4
AawSB_EpIDOWDYhTKhHawQ,0,2
AayXLMtlIwsX3h4br2vJtg,0,4
Aaywarn83SRxwXOYyXcJuw,5,80
Ab0YN0Zj7MKvCnJr9-RlTQ,0,1
Ab0bCTXnoa77dKUDdxCijg,0,1
Ab4dyGAaP7nd0sm2_XqdfA,0,3
Ab4uuiCWeihs2HL3UX-xKQ,0,8
AbDAfqF1oKe90bXq_cGQaQ,0,1
AbHdwEfXJWqGHqabTb5S5A,0,51
AbL1xoa1-RVFZwtAk_oYuw,0,1
AbLE3FDNCAKu9pA88U1oWw,0,1
AbLWI_tnhXhEhhmHsqLn_g,0,6
AbLg3cISK4Wnw_UGy9EQDg,0,1
AbNmLJUJtXaMehi1t3ZICQ,0,1
AbPQf-X7awuPFDULiJ43bg,5,149
AbQ5w5RWojGGblGRkdOxtw,0,1
AbQMlXCfWvMnNXADMaiMIw,1,7
AbRIvxhf1rYH7dBjJZgyPg,0,7
AbTD8pdB02tqsO6JVUWmzQ,0,1
AbadN65irz8uSL8z6fkoBg,2,32
AbdNpcpunmLmD0TFY_kt2g,0,3
AbgNPAnuq8X90DUw5FQ2sQ,0,26
Abm-1HRGPyevBtnC3Rpxag,0,72
AbmPEJNpvy8060TdK5ixLw,0,1
AbmwC69qKOhtstAWuXvLIg,0,12
AbnpKkW0mpv34jtRps4C0A,3,114
AbpExrOL5fXqPuhahe0lvQ,0,2
AbsHo7Gk6fYHv99CmsWXnQ,0,1
AbtEJdg7j09_rmaBdAwI4g,0,1
Abv02cQmJWnJqxWIXySaqw,0,8
AbvFCQdnvvdr-J-slJxcFQ,0,3
AbwzmG9dzgHAsEAVL6mWtA,0,4
Ac-DbrST8bF9Cpge5D9_Cg,1,22
Ac0kKKfYGM-vKORWCg20eg,0,11
Ac32OqTzBgKgojnRW-N8Tg,0,1
Ac3JAxptiN4wfPg-zNNCNw,0,1
Ac52FTELfKifOWT4WOafpQ,0,23
Ac6KSfeQovEcsMP0S8wHUw,0,4
Ac6uL8z2exWiDjz6r7NVbw,0,1
Ac7C2H4E363qVQEHpONLLw,0,41
Ac7sv35g5WN9v267m3TqeQ,0,3
Ac86_f7S3Cf9mXXtnE19nQ,0,2
AcBbvOtnw2RtH6We2vK71w,0,1
AcCZJpxiPqyzKFjlwlwd0Q,0,39
AcCrkVSrZ9qShuPhXYDgGQ,0,1
AcF2XeufMmKG_-y-Bu-_1A,1,12
AcFlcjRyHwzjI9nG62lmdw,0,10
AcFmtQtWdV8NJuAORmBYiQ,0,8
AcGGuYDnK7TIzsOWOHNuhg,0,2
AcGRSWCpb7YB95MTsHlGEw,0,3
AcHtAnQhPX80Iutgv1xZjA,0,2
AcLJRgoK1ZXXyMBNm9GTNg,0,2
AcMhqYmN8Od50f02irjPag,0,1
AcRqSZIaehtjSQJSqZZytA,1,53
AcUDzgucBf0vJoaOY6CUxg,0,10
AcUP_3SLt_RqN5L3rmpTlw,0,2
AcUTYakkBR0KkkVhgpW6eQ,0,2
AcWAop2TvCRp-DhWl7qR6w,0,4
AcW_Km7jkGBr4rJdIrIP4w,0,11
AcXnPfDlGfHRc966G1-BqQ,0,1
AcasSjhEhA-D3IZcVaQ8Pw,0,2
AcgtsEyOco2WVJLgCGVwQA,0,19
AchZg3fK5opCL1AZPjNyww,0,3
Acj-1cdbSm7vif-W_K5EUw,0,16
AcjO26DmOhqWlfo2s5DUow,0,18
Acn5At1RNvQtfJdAJLgplg,0,2
AcnQS_mpbOLFS_bDXRCebA,0,7
Acqd1K6xAQK1mAnkJD0FMw,1,5
AcsDxgF5SFCCMTxb5MJycA,0,2
AcsPhXWDVkWXTBjsDJJECw,0,2
AcsU1Dt_AI1MLAhctLi0Wg,0,9
Actf62tLdjeDaylH5rNs8g,0,8
AcwPO4SzKzhwZKjkkttpYA,0,2
AcxunxoWF-imOYXP9Ig8yw,0,16
Acy7A5g9x79dKyu4cTeJpA,0,1
Aczj1nrVaMKT4kBDltz5sA,0,4
Ad250vA28G2dshzIU1nRUQ,0,25
Ad2a50s0DaQK40XoSr9nQw,0,2
Ad6MuVLFW4PlFZ4cAEnfwQ,0,1
Ad9ttReuFnab0EkAv9F0dg,0,7
AdB7a8eo7uK_Fq-aX6_l8g,0,23
AdDIpeDaOLh8TBgVdyG4yA,0,2
AdHBtjNeuuAU4w6E7NCkfQ,0,2
AdJUHDuX1VSzNGujZbDDDA,0,6
AdNbLQQWgR28-GWU0G-qJw,0,8
AdQW9sgttHhK1ryR5jpoFw,0,1
AdQvlunq29WGZVvQX_PAYQ,0,1
AdS6ZvrSQK10HXY9-Dyi4w,0,1
AdTdi4AO2ZbHPRVZaFoMug,0,2
AdToI1UUqMMpjYAOqVWqYA,0,1
AdV_ZmODqNq-KCu86hcxOw,0,1
AdXJ1hkcH3RRZ2xqBhtuTQ,0,6
Ad_-9GuDFTEjAsSQ3PXLOw,0,4
AdaiTsymzC4XjGU7sl0OMw,0,2
AdamV2uWfGDuSC1WWA9vmw,0,3
AddgUljQKJ0c6mcPIOX72g,0,4
Ade8mPSOeEw2OodsN9DadA,1,29
AdeUE6T1VsoZ7Yy_GiHF6Q,0,3
Adfso3cOhkAfv8YXC__aqg,0,3
AdhoiyQD1sELIJNNE3npDQ,0,4
Adk2VDmna8yso2WGEj8dlA,0,1
Admk3-QUASJZycTGuNyKOw,0,1
Ado3kudEn4uApQBWFCqWLA,0,128
AdoXnL2q6fp-VIx7gvap2g,0,1
AdpE8p_VSYmzhxNTI27zQA,0,1
Adq9HEkjkM5qMppiwa7OLg,0,10
AdrHuOKie8YMO2Yo9Wqrag,0,8
AdtaU4YPa5ejSsepQHfkQA,0,5
AdtsMyjZyI6Gwb5XXTGL3w,0,1
Aduzc3lFfQUOCdZXGsHT1g,0,3
AdwllxAaoyzbV42ix2vfYw,0,1
Adx2pAojfiMk7Tr3tIhs8Q,0,2
Ae-eZJr2njTu9XOPOF8z2Q,0,1
Ae0Z1WNRR9PhEUagK7vgeQ,0,5
Ae0sQQI_UsalsEwCdXHlAg,0,1
Ae2CjeWSue8ienhj_z_M0w,0,2
Ae4ABFarGMaI5lk1i98A0w,0,11
Ae58HLOeD3Buh1QXysXwcQ,0,1
Ae5HnuMQY6IUbR3H2a8LlQ,2,2
Ae5S7cr7TlRUMLOa6E6f0A,2,28
Ae7SP8mxYaVjbAUabfh9EQ,0,4
Ae91-YlrGnHKq7KXD1WDxw,0,21
AeDcqaiJVNDvk6SMw_jRig,0,1
AeDplBfh-irj-VHcd9YmbQ,0,6
AeIH5wAvBakAc-v-x3FhTQ,1,29
AeIO-BNccGmNpikIj95Dig,0,1
AeJ0LHeCFTij1QQiwrVXhQ,0,1
AeOHcC1tKrogRUfKJ8OCqg,0,23
AeOam5dtGd5Ifmmd4IFj-g,0,1
AeOdoiTcAcRdjUXtNek0tA,0,3
AeQFTPSCyYBjajwlG9f8LQ,0,1
AeS5f5Nnr82bQFrminWUuQ,0,2
AeUZH4td_46YxTc702TOvw,0,1
AeVIll2J4OdgT2FX-2oXxg,0,28
AeYQsj6NmMlMgU7ayzZK-Q,0,1
Aec2zpXw8O5bsO3qEG5NZQ,0,17
AecRVI17TdsbpR4Tm1tZ7w,0,4
AechGrlWajMpNejnxEDFlA,0,1
AedKwfr0VdNj7Xmx70GW6g,0,23
AeebTxeuusoChR-RnVP-Bw,0,3
AefKwOQvF6ez_VonNC88CA,0,2
AegFvnHR9Y4kvXt4WYAphw,0,2
Aeg__6qMf9-1Fo7TZ1RkHA,0,6
AeguY-nD227E48k6dsteFg,0,6
Aemj3F3Qrqy_3ISrZ-TUfg,0,1
Aen3SSXgKjCCiBaTnmUq0Q,0,10
AerPEuvgH0ak4EaYSGjKwQ,0,2
AercPW1B2YVNK3UsiPDkTg,0,19
Aes4MuZLnFqglFJNMZxRbw,0,6
AeuucqBiZB510MTxZoc8nQ,0,1
Aev0VbDs6LvcQiq_K8EIKw,0,2
AevDUTSlp3JwAEpLumH_4w,0,2
Aevrx6I5UCrXTnhb6dgLoA,0,3
Aew6WXA6ic3hbD23n1Jizg,0,2
AeyIhsLjtUsLueXCxBriSg,0,6
Af-Lf1Psh74P9w3nZhI37w,0,1
Af1Rvr9cFvZzz3g84Th2lw,0,1
Af3hDHP9P97QQhiqeX-PTg,0,1
Af4LQjgxgoNtRRf7k-FGDw,0,3
Af7BsyzsJi_2qPFu_5tsJg,0,19
AfBmTieD9rNsas2VLMy-EQ,1,4
AfDAhPqfOD9vnhKomSqAMQ,0,4
AfEOC5LlBeMt708QEQUihw,0,45
AfEUIbr8_urxI1efrqu0qg,0,1
AfL8Ds7ex73tfVbq3EFWKg,0,3
AfN3Z1U6QPEgAb5F2CQm8w,3,216
AfPJOHDbitT8B8DIw1vtYw,0,1
AfPfZdZ_YjYERDrqg6OjOA,0,5
AfQX_uQxqW0AydJP5Nujjg,0,12
AfQjI9Wbu6_Hzy2b3e7JLw,0,2
AfRHBRIh4ZuwLeoD2qEbbw,0,11
AfVp8ozD_4maZMos6AC2cQ,1,12
Afe_k1fOcOLUhEmaNlRipQ,0,5
AffTEkOQxv-k__8SeIvQnw,0,5
Afg5xGs-l-I-hQ5qovjO2Q,0,3
Afi4EviGu5PfR-d7_OyqQQ,0,4
AfjUS__e-Usn0qcjHo5HuQ,0,3
AfrPdFZTyQAjnrM0nx9H2w,0,3
AfuTlY0t1U8VT6iy2aOwJQ,0,1
AfuYockOIOH9WsDJHRvVlA,0,9
AfvKG1alZ1-edrZ9r2dfYg,0,10
Afv_P7Sic_lDWc6Q6X380A,0,3
Ag-H9FFlgJtyyy-P1Hn22A,0,1
Ag0SRYGawG3d44GzP2JoEA,0,1
Ag17UW-h2K1GMbeP48SeVA,0,11
Ag1S9ttGzV0oikz80pRPbA,0,12
Ag2RqqfgjcPbbNDt8wcQ3g,0,1
Ag5qcf4l7Mkv6Z_oPEqDvA,0,1
Ag6EehxhDt2tvq4Dy3aJsQ,0,3
Ag6j9SZc0wubT6tBEUhaCQ,0,4
AgE33nKGtNLQkCKQBW44Tw,0,1
AgFCWxDAgLc8nzvxdSwN8g,0,3
AgHXtE1Tc9W9ER3mABz2WQ,0,1
AgHiM1XP3gLyM6-rZ2zxjA,0,14
AgIGsyUA0aKhUGFWOsI4AQ,0,5
AgKOBs6ZgSVZSPsf3rIZow,0,5
AgMBY5tKMaFnFA2S6Vf22A,1,48
AgMtwFmvhaAKfkbYb9TdZQ,0,1
AgSpqFG4bjvtn-bWChAsOQ,0,3
AgSsYUi6j0w5nVQwpl7FsA,0,2
AgUYUBTHnQZL6No_1ljP6w,0,9
AgUbPJWyp3VDWgt-gaswrg,0,27
AgW4qOrgwMvsmjR3eMSnTw,0,1
AgZ4ZpDDXI4KnSmRmc7yRw,0,1
AgZApXI_20caD0gEZxubpg,0,1
Ag_u1_T2uQf4G2CeYrTNfw,0,1
AgfbLRtjPuPeBqlu6pAMQw,0,1
AghcEVxuULED2z8ibLKTww,0,4
AghxPNWACi36dIh7Egpq6g,0,1
Agii0kB27oRycEaLCE-4lQ,0,2
AgimtZ4RlLQd5GxOh0rN6A,0,1
Agnr5Vylf5ed3YI8kXWcjw,0,2
AgowaUP3vR7OoKPi6j_uHg,0,2
Agt3nXAgSRttcboZv_A9qw,0,1
AgumeejSSVoJ0Bdr5Iguww,0,3
AgwLrQWtOZK2FYDlkwN1dg,0,3
Agy_UwVTOMyFgb1tjnTYMA,0,7
Ah1P8c6D2cO74PUq63FNCA,1,2
Ah4i15g8Ow_zphzcpulTxQ,0,5
Ah7SAd6wfb1CB-997tdiRQ,0,2
AhAuNIkWtht0Fq4gEJzodA,0,19
AhCJemNWj9JDTXvvs3Ippg,0,1
AhCL6qgm4-6vu3tH7ywYwQ,0,17
AhCQKemNBBTH8xToQ1yUZA,0,4
AhD6kU4EnMvGTz7s3c4_Ig,0,3
AhD9x2NNFqPvVwmyEZU5Cg,0,1
AhHwgPIydZTUmPswHrNaiA,0,1
AhNV7eMafxxZfU-hzoYGTg,0,1
AhPmh0NaRDbEYyhd9egzLA,3,179
AhQ4CSFw-agZMGfm1HwosA,0,1
AhQ8vvgBOPJ4iFMC8ZbdNw,0,2
AhQu7mLtmGlp8U2I-SV_jA,0,7
AhRd1MUgnXhCQTTIu3Z2SQ,0,16
AhS5SUBYdYtsVDJ5ZgpV0g,0,1
AhW7KDX-C6fdRezH--VEwg,0,2
AhWg0grjjv-Y2lHB3r6NcQ,0,9
AhYG10mP_LOHePr_SC4Peg,0,3
Ah_W72utgLC8U4rIr6VtsA,0,3
AhbNhI6fyUlB1gB7vKX2Nw,0,1
AhdG67rTB8bufF4x-DfKPg,0,10
AheA5X4tjY9Amih0yQ8wIw,0,14
Ahggkm0Tu7ehMOt5mn_Y6w,0,1
AhglM4b2IQ9Ohn7biSvglA,0,1
AhiYs3YwRlwmP3mQpqbt5A,0,1
AhkHsa9xM7-Fxz9sxKra2Q,0,12
AhmCLltQ3lLzS7kotgiVOg,0,9
AhtDIS-KvoeSDosmSYPqFw,0,12
Ahuhw5rtE6qUIAKes7qhJQ,0,1
AhyFFtajrftwExFJ8kiz3Q,0,1
AhySqKdERmUocQ_LGPd_Og,0,1
AhzP3PsAaf_yE17eC04gng,0,1
Ai-GviVpPlti74NtM8y9QQ,0,16
Ai2k3oZOXzVqJA72DpfjOw,0,5
Ai4n7V09AEvMHVbY_6bCoA,0,2
Ai5mo_6JivsrywF9Qae1pQ,2,34
Ai6ivcMKn2JSzRDR4q-BGQ,0,2
Ai9uJcGi9Pcs7lLw1iy2kA,0,7
Ai9zZoFga2LtZhHobpl7RQ,0,1
AiA6myly8pkIPrv2_JCJxg,0,2
AiAFWwxAhncKhGW0zcUNpw,0,5
AiBhkVmAT44BGyej3wTi3g,0,5
AiEKjZPj2J3MpnBZkx9rmw,0,1
AiFJHqx5STbrmA8MrfXE4Q,0,2
AiIIyYgd2VZI_Hc6SElE_Q,0,1
AiIJ-hhr954_LPp0CC4h-A,0,3
AiJCbupfgyrHIHYBuZXUlw,0,2
AiJOhuojc61m73Gnd5vJBg,0,7
AiLQSGeWmwBAdzAZ0PzpYw,0,4
AiLlU89krS-2QG5bO5dcjw,0,1
AiP4WyS6GkpALl3xjwCmkg,0,5
AiPGzLb9HSDcqdHlAPNBPg,0,2
AiQEK72nKkUrju2gh1dL-w,0,1
AiQTF_hKZiPqdO7ljNxqfA,0,2
AiW7w4UDazV5PQ9z9qwdNw,0,1
AiXzyI2Xehh-1yvbB-WcYw,0,6
AiYC4CunHGHBImcKzqwCjg,0,3
Aiau3vexrkEKq9uxwWE0bw,0,1
AidOydTaczcxV-_HPQLyTw,0,1
AidPnJXRWRgIG-Bt95rGdQ,0,15
Aig3xCV7SaehINBPseMeQw,0,1
AiikeXhbZgRl9Ykq6TWm6A,0,1
Aiiq_DJlSsbJEAf_Vvi_HQ,0,4
AilMcT6samTv0LhFwlQ_5A,0,2
AipRYo2T9Av3Tr0pVV_adA,0,1
AiqYuTJPMebW6coHaaTupA,0,1
AiwkoTWc1egLYauiZ3SC2A,0,25
AiyLivUsCA28Kq6KMvBfyg,0,1
Aiyyisbbf8WgH_pfl1VQfQ,0,4
AizadfGLjYt169C2Jnj45A,0,6
Aj0LTPzUjSa3b1lUzhfcLA,0,3
Aj0cXUFPVR5R-EaLWtkDMg,0,45
Aj1G3nvy0tnpUkmcRMhZYg,0,3
Aj1ocRaJoocaYEmfD5gjIQ,1,1
Aj2CsGh1wHWCH41yvVIh9w,0,2
Aj2pUJqhxM9p6icoVQLuMg,0,9
Aj3GKsNMzIpxCaqLruSoFw,0,7
Aj3WZ2Ueyqzq1dIKLxNMMQ,0,9
Aj4LOSi8xER24vGXd2l1mg,0,1
AjCbOF-WudAWLlFG1nJe0Q,0,4
AjEbIBw6ZFfln7ePHha9PA,0,1
AjHs9A8yIBvqIVjphNXwdg,0,6
AjJry_xOqkzIu76JbHD-Lw,0,6
AjL0PDCU01MlYlMKmeLsDQ,0,3
AjMqo4BRCwOkMSGB1Y-0uw,0,4
AjNpzeNPSsul2ZdZHWaiwQ,0,1
AjNyawtpFDxl2Eh0vfktqw,0,2
AjVaCA0i8YLq2MKGHCFbCA,0,1
AjWFFZN8KwyqJzzi0DyEsw,4,90
AjaLaFQLMRLnPetDFQN1eQ,0,4
AjcOXSV1ECKja4JqY3UIXg,0,10
Ajky3ILhPs9ZQMHudA7mWA,0,2
Ajld7KqDTC49YbJZju7iew,0,2
AjlfsNaBsgoT26n_ZkgSew,0,2
Ajr-W_3yRuVmDcbWyx4KAg,0,7
AjstYeSg12XuVOIZoEioQQ,0,1
AjuAka9jer1-JwMPXGr-gg,0,12
Ajvkw0z0x8qrtlIvM0un9w,0,1
Ajw9oYhxVBWn0n4bmvigCQ,0,4
Ajwbbo3y6VL_xtyr2sC9mA,0,11
Ak08F6RqjHYmVCzweBbTrQ,0,151
Ak0CIEdbLUREl44sjZhr-g,0,7
Ak0fXeZOtaEFFwFXg7tz1w,0,1
Ak13Lju62KCH6N2YEoeFqA,0,4
Ak6qQWx_Lt3_exzh-VIuKg,0,2
Ak6yxRgKiiaKm2qIrsIxJg,0,5
AkBSbIyrsa3Fy8lP0WuN7g,0,1
AkCnyE82v7Bmt4lxSgOY-A,0,1
AkD1X9sZ4wrbYxEvESeWIQ,0,2
AkG4ozbKUgjDk8-Mmywsxw,0,25
AkGoSuGwHKUMA8892by2VQ,0,1
AkKZ8bK9KoRUlAU08X9xrA,0,14
AkL6Ous6A1atZejfZXn1Bg,0,4
AkLslZ2ZnURpY37Xtfnu-Q,0,6
AkN_K82fKIFRpISWKwvonA,0,2
AkNwoA3x2bXHKyUcttrCYg,0,5
AkOVHr2MqItV8FoXjt58_A,0,7
AkTY4hLPjBcyth2JFbhX3Q,0,7
AkTsAHR-xU01wkpvWUJ6rw,0,1
AkV7uVaqoRyeBX66-h6HSQ,0,2
AkVPit-bonP9ctXeCSU_sg,0,4
AkYoguHFedcjK7oxS6p5QA,0,13
AkaJXuSRxB2OKLiDXM42cA,0,2
AkbfeCmcICFT9MAA8VcwgQ,0,20
Akc7n1AkOK8CCB1AG04ZTg,0,1
AkdyGTQX8gO3J24nPlww_w,0,2
Akhq4AKxKRDPa6BHpiSEVQ,0,3
Akl-zKcgkDUvuKubjaAZgQ,0,1
Akl6WDSUwYQ3zanxczLNSg,0,54
AklrxvTGwJ-YoXTsXBvEOg,0,3
AkpuhGyLAxhD_sLMQv3kOg,0,26
AkrL3y1AMqN5ifcbWPirvA,0,2
AktuBx1W7c3ZdzwuaOp8xg,4,31
AkxbEOc5fz89ra9LLijJcw,0,4
AkydLUuRRvMcRTpClHxb3w,0,2
Al-cFxIKoJpbPW9Roy0FEw,0,3
Al0-WllSQdEEveHnJuQgKw,0,6
Al0uCu7s9LQEURwV1F6Bfg,0,146
Al734c6CgsvSqNITRrvBFw,0,15
Al9a3XDbq7M88qB7F0NHxQ,0,4
AlFk8Yv3gSbEQh2llgvknQ,0,2
AlGJCDUJ7EA797DsRCdeiQ,0,9
AlJb9RiC0UO_OTy9GbpG8A,0,1
AlMHJO_YxzomrCxW_vFG5g,0,3
AlN1hJXQL84ZZkoMdF58sw,1,16
AlOfsvmF05cMKsxZTOo93w,0,1
AlQJxqEP6o0yAG_r4g5AEg,0,1
